NO	phoneno	new accountno	new business name	new business type	CAT 1	CAT 2	CAT 3	CAT 4	CAT 5	CAT 6	new suburb	new buss category	new 2021 bill amount	acctual arrears	new outstanding amount	DIVISION	new payment
182	20200000209	AYW13139020023	AWO BOUTIQUE	BOUTIQUES	12	101	593	593	593	593	EAST LEGON	B	400	0	400	13	0
183	20200000210	AYW13139020002	BODY TALK	BOUTIQUES	12	101	593	593	593	593	EAST LEGON	B	400	399.76	399.76	13	400
184	20200000211	AYW13106024001	CANTEL BOUTIQUE	BOUTIQUES	12	101	593	593	593	593	EAST LEGON	B	400	0	400	13	0
185	20200000212	AYW13013025001	FLASH COLLECTION	BOUTIQUES	12	101	593	593	593	593	BAWALESHIE/MPEHUASEM	B	400	0	400	13	0
186	20200000213	AYW13061009001	SIR TONNY VENTURE	BOUTIQUES	12	101	593	593	593	593	AMBASSADORIAL ENCLAV	B	400	399.76	499.76	13	300
187	20200000214	AYW13049016002	XCLUSIVE BRIDAL	BOUTIQUES	12	101	593	593	593	593	BAWALESHIE/MPEHUASEM	B	400	399.76	599.76	13	200
188	20200000215	AYW13071001024	KIDS 4 ACCESSORIES LTD.	BOUTIQUES	12	101	593	593	593	593	EAST LEGON	B	400	0	400	13	0
189	20200000216	AYW13026052007	EMPIRESSEED LIMITED	BOUTIQUES	12	101	593	593	593	593	TRINITY COLLEGE	B	400	0	400	13	0
190	20200000217	AYW13060003002	NANCY'S BOUTIQUE	BOUTIQUES	12	101	593	593	593	593	EAST LEGON EXTENSION	B	400	0	400	13	0
191	20200000218	AYW13001001001	LA DOKE VITA FASHION	BOUTIQUES	12	101	593	593	593	593	EAST LEGON	B	400	0	400	13	0
192	20200000219	AYW13071001013	OUT OF PARIS LTD.	BOUTIQUES	12	101	593	593	593	593	EAST LEGON	B	400	0	400	13	0
193	20200000220	AYW13009008004	CLECAL ROYAL LUXURIES CO. LTD.	BOUTIQUES	12	101	593	593	593	593	EAST LEGON	B	400	399.76	399.76	13	400
194	20200000221	AYW13147008009	ROZY'S COLLECTION	BOUTIQUES	12	101	593	593	593	593	SHIASHIE	B	400	0	400	13	0
195	20200000222	AYW13009008013	BG SCRVBS LTD.	BOUTIQUES	12	101	593	593	593	593	EAST LEGON	B	400	0	400	13	0
196	20200000223	AYW13076031001	LA DOKE VITA FASHION	BOUTIQUES	12	101	593	593	593	593	EAST LEGON	B	400	0	400	13	0
197	20200000224	AYW13060001004	STATESTREET GH. LTD.	BOUTIQUES	12	101	593	593	593	593	EAST LEGON	B	400	0	400	13	0
198	20200000225	AYW13106007007	MARHABAH	BOUTIQUES	12	101	593	593	593	593	EAST LEGON	B	400	0	400	13	0
199	20200000226	AYW13107015016	ATLANTIC UNISEX	BOUTIQUES	12	101	593	593	593	593	EAST LEGON	B	400	0	400	13	0
200	20200000227	AYW13139001001	HOUSE OF KINGS	BOUTIQUES	12	101	593	593	593	593	EAST LEGON	B	400	399.76	399.76	13	400
201	20200000228	AYW13009008020	LIZZANNE PARLOR	BOUTIQUES	12	101	593	593	593	593	EAST LEGON	B	400	0	400	13	0
202	20200000229	AYW13009008036	DON FRANGRANCE	BOUTIQUES	12	101	593	593	593	593	EAST LEGON	B	400	0	400	13	0
203	20200000230	AYW14099014006	MIRABEL FABRICSCENCE	BOUTIQUES	12	101	593	593	593	593	DZORWULU	B	400	0	400	14	0
204	20200000231	AYW14123001002	HAWES & CURT'S	BOUTIQUES	12	101	593	593	593	593	DZORWULU	B	400	0	400	14	0
205	20200000232	AYW14113016001	CREDENZA GH LTD (SARKS)	BOUTIQUES	12	101	593	593	593	593	DZORWULU	B	400	0	400	14	0
206	20200000233	AYW14132001006	IVY'S COLLECTION	BOUTIQUES	12	101	593	593	593	593	DZORWULU	B	400	0	400	14	0
207	20200000234	AYW14114013001	THE SHE BOUTIQUE	BOUTIQUES	12	101	593	593	593	593	DZORWULU	B	400	0	400	14	0
208	20200000235	AYW14099014005	WARDROBE ESSENTIALS	BOUTIQUES	12	101	593	593	593	593	DZORWULU	B	400	399.76	399.76	14	400
209	20200000236	AYW14153007004	AIRPORT SHOE SHOP	BOUTIQUES	12	101	593	593	593	593	AIRPORT WEST	B	400	0	400	14	0
210	20200000237	AYW14153007005	SHOE BASE	BOUTIQUES	12	101	593	593	593	593	AIRPORT WEST	B	400	0	400	14	0
211	20200000243	AYW13133025002	HAIR AVENUE	BOUTIQUES	12	101	593	593	593	593	EAST LEGON	B	400	0	400	13	0
212	20200000244	AYW13123037004	INTIMACY	BOUTIQUES	12	101	593	593	593	593	EAST LEGON	B	400	0	400	13	0
213	20200000245	AYW13051016004	RHEMA CREATIONS	BOUTIQUES	12	101	594	594	594	594	EAST LEGON	C	295	0	295	13	0
214	20200000246	AYW13060027001	S. T. COLLECTIONS	BOUTIQUES	12	101	594	594	594	594	EAST LEGON EXTENSION	C	295	105.2	294.2	13	106
215	20200000247	AYW13131009002	LADIES PARADISE	BOUTIQUES	12	101	594	594	594	594	EAST LEGON	C	295	105.2	295.2	13	105
216	20200000248	AYW13128001002	EXCLUSIVE TREATURES	BOUTIQUES	12	101	594	594	594	594	EAST LEGON	C	295	0	295	13	0
217	20200000249	AYW13024001001	PAPA'S COLLECTION	BOUTIQUES	12	101	594	594	594	594	BAWALESHIE/MPEHUASEM	C	295	0	295	13	0
218	20200000250	AYW13011019002	NASYA	BOUTIQUES	12	101	594	594	594	594	BAWALESHIE/MPEHUASEM	C	295	0	295	13	0
219	20200000251	AYW13038016002	RENES PARADISE	BOUTIQUES	12	101	594	594	594	594	EAST LEGON EXTENSION	C	295	0	295	13	0
220	20200000252	AYW13038005002	VICPEE VENTURES	BOUTIQUES	12	101	594	594	594	594	EAST LEGON EXTENSION	C	295	0	295	13	0
221	20200000253	AYW13011019006	PRESTIGE BOUTIQUE	BOUTIQUES	12	101	594	594	594	594	BAWALESHIE/MPEHUASEM	C	295	0	295	13	0
222	20200000254	AYW13107015009	GLITZY ENTERPRISE	BOUTIQUES	12	101	594	594	594	594	EAST LEGON	C	295	0	295	13	0
223	20200000255	AYW13106007004	SWEETHEART BOUTIQUE	BOUTIQUES	12	101	594	594	594	594	EAST LEGON	C	295	0	295	13	0
224	20200000256	AYW13133003006	TIMELESS FASHION	BOUTIQUES	12	101	594	594	594	594	EAST LEGON	C	295	0	295	13	0
225	20200000257	AYW13013026005	ZINGA COLLECTION	BOUTIQUES	12	101	594	594	594	594	EAST LEGON	C	295	0	295	13	0
226	20200000258	AYW13013026006	BESTINEE KIDS	BOUTIQUES	12	101	594	594	594	594	EAST LEGON	C	295	0	295	13	0
227	20200000259	AYW13060004007	FRESH ANGELS MOTHER CARE	BOUTIQUES	12	101	594	594	594	594	EAST LEGON	C	295	0	295	13	0
228	20200000260	AYW13053003001	PAUL RIGHT SHOES	BOUTIQUES	12	101	594	594	594	594	EAST LEGON	C	295	0	295	13	0
229	20200000261	AYW13037021020	MERCY'S BOUTIQUE	BOUTIQUES	12	101	594	594	594	594	EAST LEGON	C	295	0	295	13	0
230	20200000262	AYW13052010008	LIL'S STEPS	BOUTIQUES	12	101	594	594	594	594	EAST LEGON	C	295	0	295	13	0
231	20200000263	AYW13123037008	SERLOFEET & MORE BOUTIQUE	BOUTIQUES	12	101	594	594	594	594	EAST LEGON	C	295	105.2	300.2	13	100
232	20200000264	AYW13061001005	VAAGS COLLECTION	BOUTIQUES	12	101	594	594	594	594	EAST LEGON	C	295	0	295	13	0
233	20200000265	AYW13106015001	CHIBERT MOTHER CARE	BOUTIQUES	12	101	594	594	594	594	EAST LEGON	C	295	0	295	13	0
234	20200000266	AYW13107015013	MODA CLOTHING	BOUTIQUES	12	101	594	594	594	594	EAST LEGON	C	295	0	295	13	0
235	20200000267	AYW13051001002	HAUTE MUMMY	BOUTIQUES	12	101	594	594	594	594	EAST LEGON	C	295	0	295	13	0
236	20200000268	AYW13011025010	BOUDOIR	BOUTIQUES	12	101	594	594	594	594	BAWALESHIE/MPEHUASEM	C	295	0	295	13	0
237	20200000269	AYW13009008015	GEE-GEES	BOUTIQUES	12	101	594	594	594	594	EAST LEGON	C	295	0	295	13	0
238	20200000270	AYW13013026009	SPRAGS	BOUTIQUES	12	101	594	594	594	594	EAST LEGON	C	295	0	295	13	0
239	20200000271	AYW13009008033	ROYALE ENTERPRICE	BOUTIQUES	12	101	594	594	594	594	EAST LEGON	C	295	0	295	13	0
240	20200000272	AYW14099014001	MR. YOUNG ANNEX	BOUTIQUES	12	101	594	594	594	594	DZORWULU	C	295	105.2	294.2	14	106
241	20200000273	AYW14113001001	PETIT PETON UNISEX BOUTIQUE	BOUTIQUES	12	101	594	594	594	594	DZORWULU	C	295	0	295	14	0
242	20200000274	AYW14115006001	MAPHAD ENT.	BOUTIQUES	12	101	594	594	594	594	DZORWULU	C	295	0	295	14	0
243	20200000275	AYW14153007015	N. M. K. KLODIN	BOUTIQUES	12	101	594	594	594	594	AIRPORT WEST	C	295	0	295	14	0
244	20200000276	AYW14116001004	MANDY'S INTIMISSIMI	BOUTIQUES	12	101	594	594	594	594	DZORWULU	C	295	105.2	321.2	14	79
245	20200000277	AYW14222001008	BRIDALS AND WOARDROBES	BOUTIQUES	12	101	594	594	594	594	ROMAN RIDGE	C	295	0	295	14	0
246	20200000278	AYW14120006001	SPROG STORE LIMITED	BOUTIQUES	12	101	594	594	594	594	DZORWULU	C	295	105.2	40.2	14	360
247	20200000279	AYW14074001001	SPRAY STORE LIMITED	BOUTIQUES	12	101	594	594	594	594	DZORWULU	C	295	0	295	14	0
248	20200000280	AYW14011007011	CHRISED ENTERPRISE	BOUTIQUES	12	101	594	594	594	594	TESANO	C	295	0	295	14	0
249	20200000281	AYW14011002004	NIMO DANSO	BOUTIQUES	12	101	594	594	594	594	TESANO	C	295	0	295	14	0
250	20200000282	AYW14222001002	SERVILLA D'JOR	BOUTIQUES	12	101	594	594	594	594	ROMAN RIDGE	C	295	0	295	14	0
251	20200000283	AYW14106004001	MINISTRY	BOUTIQUES	12	101	594	594	594	594	DZORWULU	C	295	0	295	14	0
252	20200000284	AYW14120006003	EXHIBIT	BOUTIQUES	12	101	594	594	594	594	DZORWULU	C	295	0	295	14	0
253	20200000285	AYW14114011005	LEBON COLLECTION	BOUTIQUES	12	101	594	594	594	594	DZORWULU	C	295	0	295	14	0
254	20200000286	AYW14114011009	BLUE MAA	BOUTIQUES	12	101	594	594	594	594	DZORWULU	C	295	0	295	14	0
255	20200000287	AYW14092012008	SAL'S DREAM	BOUTIQUES	12	101	594	594	594	594	DZORWULU	C	295	0	295	14	0
256	20200000288	AYW14116001011	BLINBLIN BOUTIQUE	BOUTIQUES	12	101	594	594	594	594	DZORWULU	C	295	0	295	14	0
257	20200000289	AYW14114011013	LA BOEHEME BOUTIQUE	BOUTIQUES	12	101	594	594	594	594	DZORWULU	C	295	105.2	295.2	14	105
258	20200000290	AYW14011007022	ANGEL KIDS LTD.	BOUTIQUES	12	101	594	594	594	594	TESANO	C	295	105.2	295.2	14	105
259	20200000291	AYW14092012003	STATEMENT KOUTRE	BOUTIQUES	12	101	594	594	594	594	DZORWULU	C	295	105.2	295.2	14	105
260	20200000292	AYW13129001001	CENSEIK CLOTHING	BOUTIQUES	12	101	594	594	594	594	EAST LEGON	C	295	0	295	13	0
261	20200000293	AYW14113018004	CHOPINCHO COLLECTION	BOUTIQUES	12	101	594	594	594	594	DZORWULU	C	295	0	295	14	0
262	20200000294	AYW14115005005	HIP STAR	BOUTIQUES	12	101	594	594	594	594	DZORWULU	C	295	0	295	14	0
263	20200000295	QAYW14097017012	SMOCH	BOUTIQUES	12	101	594	594	594	594	DZORWULU	C	295	0	295	14	0
264	20200000296	AYW14094019002	SPARKLES	BOUTIQUES	12	101	594	594	594	594	DZORWULU	C	295	105.2	295.2	14	105
265	20200000297	AYW14120001013	NASARA TRENDS	BOUTIQUES	12	101	594	594	594	594	DZORWULU	C	295	0	295	14	0
266	20200000298	AYW14097017001	FILENE'S BOUTIQUE	BOUTIQUES	12	101	594	594	594	594	DZORWULU	C	295	0	295	14	0
267	20200000299	AYW14121004003	SERVILLA DIOR	BOUTIQUES	12	101	594	594	594	594	DZORWULU	C	295	0	295	14	0
268	20200000300	AYW14100016007	DIVA'S TREND	BOUTIQUES	12	101	594	594	594	594	DZORWULU	C	295	0	295	14	0
269	20200000301	AYW14106014008	MINISTRY BOUTIQUE	BOUTIQUES	12	101	594	594	594	594	DZORWULU	C	295	0	295	14	0
270	20200000310	AYW13007007005	GIRKIE AT HEARTS	BOUTIQUES	12	101	594	594	594	594	EAST LEGON	C	295	105.2	295.2	13	105
271	20200000311	AYW14097017012	SMOCH	BOUTIQUES	12	101	594	594	594	594	DZORWULU	C	295	0	295	14	0
272	20200000312	AYW14097017002	SMOOCH	BOUTIQUES	12	101	594	594	594	594	DZORWULU	C	295	0	295	14	0
273	20200000313	AYW14116001012	HIP STAR	BOUTIQUES	12	101	594	594	594	594	DZORWULU	C	295	0	295	14	0
274	20200000314	AYW14099014019	HIPSTAR BOUTIQUE	BOUTIQUES	12	101	594	594	594	594	DZORWULU	C	295	0	295	14	0
275	20200000315	AYW14116001002	HIPSTAR BOUTIQUE	BOUTIQUES	12	101	594	594	594	594	DZORWULU	C	295	0	295	14	0
276	20200000316	AYW14120001012	EXHIBIT BOUTIQUE	BOUTIQUES	12	101	594	594	594	594	DZORWULU	C	295	0	295	14	0
277	20200000317	AYW13120004002	NAABILS CLOTHING	BOUTIQUES	12	101	594	594	594	594	EAST LEGON	C	295	0	295	13	0
278	20200000318	AYW13139016002	MARGIX BOUTIQUE	BOUTIQUES	12	101	594	594	594	594	EAST LEGON	C	295	0	295	13	0
279	20200000320	AYW13128004002	CHRIS ELLE	BOUTIQUES	12	101	594	594	594	594	EAST LEGON	C	295	0	295	13	0
280	20200000321	AYW13032010003	FLORESCENT BOUTIQUE	BOUTIQUES	12	101	594	594	594	594	EAST LEGON EXTENSION	C	295	0	295	13	0
281	20200000322	AYW12073018012	JENNY'S AVON SHOP	BOUTIQUES	12	101	595	595	595	595	LEGON	D	105	0	105	12	0
282	20200000323	AYW13083006001	JACKIE'S WORLD	BOUTIQUES	12	101	595	595	595	595	EAST LEGON	D	230	0	230	13	0
283	20200000324	AYW13139016005	DOPPIO RITORTO	BOUTIQUES	12	101	595	595	595	595	EAST LEGON	D	105	230	105	13	230
284	20200000325	AYW13046027002	MS 'B' MICH	BOUTIQUES	12	101	595	595	595	595	EAST LEGON	D	105	0	105	13	0
285	20200000326	AYW13046026004	SMAK KLODIN	BOUTIQUES	12	101	595	595	595	595	EAST LEGON	D	105	0	105	13	0
286	20200000327	AYW13070007003	TRACY JONA	BOUTIQUES	12	101	595	595	595	595	EAST LEGON	D	230	0	230	13	0
287	20200000328	AYW13049008001	JUST HERE COLLECTION	BOUTIQUES	12	101	595	595	595	595	EAST LEGON	D	105	0	105	13	0
288	20200000329	AYW13107009002	MOFFAT COLLECTIONS	BOUTIQUES	12	101	595	595	595	595	BAWALESHIE/MPEHUASEM	D	105	0	105	13	0
289	20200000330	AYW13007034001	BIGALI UNISEX BOUTIQUE	BOUTIQUES	12	101	595	595	595	595	TRINITY COLLEGE	D	105	0	105	13	0
290	20200000331	AYW13107012006	KWAKU JEFF	BOUTIQUES	12	101	595	595	595	595	EAST LEGON	D	105	0	105	13	0
291	20200000332	AYW13107007007	JAMES AFFADU	BOUTIQUES	12	101	595	595	595	595	EAST LEGON	D	105	0	105	13	0
292	20200000333	AYW13013033002	EMIL'S COUTURE	BOUTIQUES	12	101	595	595	595	595	BAWALESHIE/MPEHUASEM	D	105	0	105	13	0
293	20200000334	AYW13011019003	BENNY'S INN BOUTIQUE	BOUTIQUES	12	101	595	595	595	595	EAST LEGON	D	105	0	105	13	0
294	20200000335	AYW13007025010	ISLAM COLLECTION	BOUTIQUES	12	101	595	595	595	595	EAST LEGON	D	230	0	230	13	0
295	20200000336	AYW13011019007	BENNY'S INN BOUTIQUE	BOUTIQUES	12	101	595	595	595	595	EAST LEGON	D	105	0	105	13	0
296	20200000337	AYW13049018004	J'NISSI	BOUTIQUES	12	101	595	595	595	595	EAST LEGON	D	105	230	105	13	230
297	20200000338	AYW13063008003	SHADES BOUTIQUE	BOUTIQUES	12	101	595	595	595	595	EAST LEGON	D	105	0	105	13	0
298	20200000339	AYW13133003002	BEATRICE OBENG	BOUTIQUES	12	101	595	595	595	595	EAST LEGON	D	105	230	235	13	100
299	20200000340	AYW13107015012	GLITZY KIDS	BOUTIQUES	12	101	595	595	595	595	EAST LEGON	D	105	0	105	13	0
300	20200000341	AYW13007007003	DON FRAGRANT	BOUTIQUES	12	101	595	595	595	595	EAST LEGON	D	105	0	105	13	0
301	20200000342	AYW13107015014	HOUSE OF FAB	BOUTIQUES	12	101	595	595	595	595	EAST LEGON	D	105	230	105	13	230
302	20200000343	AYW13009008024	GIRLIC HUNT	BOUTIQUES	12	101	595	595	595	595	EAST LEGON	D	105	0	105	13	0
303	20200000344	AYW13009008025	RED COTTON	BOUTIQUES	12	101	595	595	595	595	EAST LEGON	D	105	0	105	13	0
304	20200000345	AYW13056028003	SANTINA COLLECTION	BOUTIQUES	12	101	595	595	595	595	EAST LEGON	D	105	0	105	13	0
305	20200000346	AYW14005030011	TESANO MOTHER CARE	BOUTIQUES	12	101	595	595	595	595	TESANO	D	105	0	105	14	0
306	20200000347	AYW14009018001	ASAD COLLECTIONS	BOUTIQUES	12	101	595	595	595	595	TESANO	D	105	0	105	14	0
307	20200000348	AYW14009020002	MARY'S HOUSE OF FASHION	BOUTIQUES	12	101	595	595	595	595	TESANO	D	105	0	105	14	0
308	20200000349	AYW14010024008	CHILDREN'S PLACE	BOUTIQUES	12	101	595	595	595	595	TESANO	D	105	0	105	14	0
309	20200000350	AYW14033014002	COSMETICS SHOP/BOUTIQUE	BOUTIQUES	12	101	595	595	595	595	ABELENKPE	D	105	0	105	14	0
310	20200000351	AYW14033015002	MUKARAMAH COMM. GIFT SHOP	BOUTIQUES	12	101	595	595	595	595	ABELENKPE	D	105	0	105	14	0
311	20200000352	AYW14038007001	DIVINE PROVIDENCE BOUTIQUE	BOUTIQUES	12	101	595	595	595	595	ABELENKPE	D	105	0	105	14	0
312	20200000353	AYW14049016001	BARONE CUT BOUTIQUE	BOUTIQUES	12	101	595	595	595	595	ABELENKPE	D	105	0	105	14	0
313	20200000354	AYW14110025004	KEANNA VENTURES	BOUTIQUES	12	101	595	595	595	595	DZORWULU	D	105	0	105	14	0
314	20200000355	AYW14113018006	RAMMAH TRENDZ	BOUTIQUES	12	101	595	595	595	595	DZORWULU	D	105	0	105	14	0
315	20200000356	AYW14153011003	PRINSCILLA ENT.	BOUTIQUES	12	101	595	595	595	595	AIRPORT WEST	D	105	0	105	14	0
316	20200000357	AYW14018012002	K. T. P. MOTHER CARE	BOUTIQUES	12	101	595	595	595	595	ABELENKPE	D	105	0	105	14	0
317	20200000358	AYW14010019001	MORINHO SHOP	BOUTIQUES	12	101	595	595	595	595	TESANO	D	105	0	105	14	0
318	20200000359	AYW14009009009	FASHION REPUBLIC (CORIYER SHOP)	BOUTIQUES	12	101	595	595	595	595	TESANO	D	105	0	105	14	0
319	20200000360	AYW14099014011	AMPOFOA	BOUTIQUES	12	101	595	595	595	595	DZORWULU	D	105	0	105	14	0
320	20200000361	AYW14011007008	AMBER COLLECTION	BOUTIQUES	12	101	595	595	595	595	TESANO	D	105	0	105	14	0
321	20200000362	AYW14011007009	AMGELS KID	BOUTIQUES	12	101	595	595	595	595	TESANO	D	105	0	105	14	0
322	20200000363	AYW14010003002	LILILINK	BOUTIQUES	12	101	595	595	595	595	TESANO	D	105	0	105	14	0
323	20200000372	AYW14196004005	CHADILAND ENT.	BOUTIQUES	12	101	595	595	595	595	AIRPORT COMMERCIAL	D	105	0	105	14	0
324	20200000373	AYW13013029002	JUST BEAUTIFUL	BOUTIQUES	12	101	595	595	595	595	BAWALESHIE/MPEHUASEM	D	105	0	105	13	0
325	20200000375	AYW13084021003	JANA'S SALON AND SPA	BOUTIQUES	12	101	595	595	595	595	EAST LEGON	D	105	0	105	13	0
326	20200000376	AYW13013024004	JEANIE JQ	BOUTIQUES	12	101	594	594	594	594	0	C	295	0	295	13	0
327	20200000377	AYW13049024002	EXCLUSIVE BRIDAL	BRIDAL HOMES	16	135	724	724	724	724	LA BAWALESHIE RD	A	1052	0	1052	13	0
328	20200000379	AYW13027013005	LOVE AND PEACE	BUILDING MATERIALS (DISTRIBUTOR/WHOLESALER)	7	75	407	407	407	407	0	C	1052	0	1052	13	0
329	20200000380	AYW13133004003	BAMSON COMPANY LIMITED	BUILDING MATERIALS (DISTRIBUTOR/WHOLESALER)	7	76	409	409	409	409	0	B	1368	1368	1368	13	1368
330	20200000381	AYW13074016002	MAD. SERWA ENTERPRISE	BUILDING MATERIALS (DISTRIBUTOR/WHOLESALER)	7	75	406	406	406	406	0	A	1599	0	1599	13	0
331	20200000382	AYW13105015020	JOETEX VENTURES	BUILDING MATERIALS (DISTRIBUTOR/WHOLESALER)	7	75	406	406	406	406	0	B	1368	0	1368	13	0
332	20200000383	AYW13106016006	SIKELELE LIMITED	BUILDING MATERIALS (DISTRIBUTOR/WHOLESALER)	7	75	406	406	406	406	MENSAH WOOD AVENUE	B	1368	0	1368	13	0
333	20200000385	AYW13038024004	ANAS ENTERPRISE	BUILDING MATERIALS (DISTRIBUTOR/WHOLESALER)	7	75	407	407	407	407	0	C	1052	0	1052	13	0
334	20200000386	AYW13051011001	BUILD QUICK ENTERPRISE	BUILDING MATERIALS (DISTRIBUTOR/WHOLESALER)	7	75	407	407	407	407	0	C	1052	0	1052	13	0
335	20200000387	AYW13107013011	ONETOUCH PLUMBING	BUILDING MATERIALS (DISTRIBUTOR/WHOLESALER)	7	75	407	407	407	407	0	C	1052	0	1052	13	0
336	20200000388	AYW13013032009	K. BENNETT ENTERPRISE	BUILDING MATERIALS (DISTRIBUTOR/WHOLESALER)	7	75	407	407	407	407	0	C	1052	0	1052	13	0
337	20200000389	AYW13013032008	EQUAL 2	BUILDING MATERIALS (DISTRIBUTOR/WHOLESALER)	7	76	410	410	410	410	0	C	1052	0	1052	13	0
338	20200000390	AYW13133002008	JOMENSAREAL BUSINESS CENTER	BUSINESS CENTRES	6	61	342	342	342	342	0	C	210	0	210	13	0
339	20200000391	AYW13071012003	DEB1LOLE GHANA LIMITED	SNACK BARS	29	212	1067	1067	1067	1067	JUNGLE STREET	A	526	0	526	13	0
340	20200000392	AYW14126003002	C & C ASSOCIATE	CAR HIRING/ RENTAL SERVICES	29	212	1093	1093	1093	1093	DZORWULU	B	850	0	850	14	0
341	20200000393	AYW14166003003	P.H.I. CENTURY LTD.	CAR HIRING/ RENTAL SERVICES	29	212	1093	1093	1093	1093	AIRPORT WEST	B	850	850	850	14	850
342	20200000394	AYW13049016003	DR AGYAPON	CAR HIRING/ RENTAL SERVICES	29	212	1094	1094	1094	1094	EAST LEGON	C	500	0	500	13	0
343	20200000395	AYW13021010002	EXCEL DESIRE LTD.	CAR HIRING/ RENTAL SERVICES	29	212	1094	1094	1094	1094	BAWALESHIE/MPEHUASEM	C	500	0	500	13	0
344	20200000396	AYW14009009007	SENADY RENTAL SERVICES	CAR HIRING/ RENTAL SERVICES	29	212	1094	1094	1094	1094	TESANO	C	500	0	500	14	0
345	20200000397	AYW14113018003	FAPAPA CAR RENTALS & TOURS	CAR HIRING/ RENTAL SERVICES	29	212	1094	1094	1094	1094	DZORWULU	C	500	0	500	14	0
346	20200000398	AYW14128005001	LUXURY CAR RENTALS & TOURS	CAR HIRING/ RENTAL SERVICES	29	212	1094	1094	1094	1094	DZORWULU	C	500	0	500	14	0
347	20200000399	AYW14066004002	1ST STAR CAR HIRING	CAR HIRING/ RENTAL SERVICES	29	212	1094	1094	1094	1094	ABELENKPE	C	500	0	500	14	0
348	20200000400	AYW14011007014	RISHANTI GHANA LTD.	CAR HIRING/ RENTAL SERVICES	29	212	1094	1094	1094	1094	TESANO	C	500	0	500	14	0
349	20200000401	AYW14047009002	ANNITHES ENTERPRISE	CAR HIRING/ RENTAL SERVICES	29	212	1094	1094	1094	1094	ABELENKPE	C	500	0	500	14	0
350	20200000402	AYW14203013009	FIRST STAR CAR RENTALS	CAR HIRING/ RENTAL SERVICES	29	212	1094	1094	1094	1094	AIRPORT WEST	C	500	0	500	14	0
351	20200000403	AYW14088005001	CALLUM SOLUTION	CAR HIRING/ RENTAL SERVICES	29	212	1094	1094	1094	1094	DZORWULU	C	500	0	500	14	0
352	20200000406	AYW14173016004	POKI HOUSE CAR HIRING	CAR HIRING/ RENTAL SERVICES	29	212	1094	1094	1094	1094	AIRPORT WEST	C	500	0	500	14	0
353	20200000407	AYW13132005002	KOKOI CAR RENTALS	CAR HIRING/ RENTAL SERVICES	29	212	1094	1094	1094	1094	0	C	500	0	500	13	0
354	20200000408	AYW13023007001	DUBAI ULTIMATE	CAR WASHING BAY	29	212	1094	1094	1094	1094	TRINITY STREET EAST LEGON TRINITY ROAD	C	210	0	210	13	0
355	20200000409	AYW12102001010	PAMAS CAR WASH	CAR WASHING BAY	16	136	729	729	729	729	UNIVERSITY O	D	231	0	231	12	0
356	20200000410	AYW12102001013	PAMAS CAR WASH	CAR WASHING BAY	16	136	729	729	729	729	UNIVERSITY O	D	231	0	231	12	0
357	20200000411	AYW13147008003	ADAMS WASHING BAY	CAR WASHING BAY	16	136	729	729	729	729	SHIASHIE	D	231	0	231	13	0
358	20200000412	AYW14153001001	BOYZ TO MEN	CAR WASHING BAY	16	136	729	729	729	729	ROMAN RIDGE	D	231	0	231	14	0
359	20200000414	AYW13060024001	KAR-BRITE AUTOR CARE	CAR WASHING BAY	16	136	729	729	729	729	LA BAWALESHIE RD	D	231	0	231	13	0
360	20200000415	AYW13133025003	SOLCAL VENTURES LIMITED	CAR WASHING BAY	16	136	729	729	729	729	0	D	231	0	231	13	0
361	20200000417	AYW13133025001	FRESH CAR ENT.	CAR WASHING BAY	16	136	730	730	730	730	EAST LEGON	E	105	0	105	13	0
362	20200000418	AYW14016031003	CRYSTALER WASHING BAY	CAR WASHING BAY	16	136	730	730	730	730	ABELENKPE	E	105	105.2	105.2	14	105
363	20200000419	AYW14153003013	BIG 'D' ENT.	CAR WASHING BAY	16	136	730	730	730	730	AIRPORT WEST	E	105	0	105	14	0
364	20200000420	AYW14153014003	AUNTIE BEA WASHING BAY	CAR WASHING BAY	16	136	730	730	730	730	AIRPORT WEST	E	105	0	105	14	0
365	20200000421	AYW14121002020	EBONY C AR WASHING BAY	CAR WASHING BAY	16	136	730	730	730	730	DZORWULU	E	105	0	105	14	0
366	20200000423	AYW13011024002	PENAT ENT.	CARPENTRY WORKSHOP	3	28	146	146	146	146	BAWALESHIE/MPEHUASEM	D	68	0	68	13	0
367	20200000424	AYW14153006012	WOOD INN FURNITURE	CARPENTRY WORKSHOP	3	28	146	146	146	146	AIRPORT WEST	D	68	0	68	14	0
368	20200000425	AYW14153011013	D. YAW CARPENTRY SHOP	CARPENTRY WORKSHOP	3	28	146	146	146	146	AIRPORT WEST RES. AR	D	68	0	68	14	0
369	20200000426	AYW14019004001	K. OFORI FURNITURE ENT.	CARPENTRY WORKSHOP	3	28	146	146	146	146	ABELENKPE	D	68	0	68	14	0
370	20200000430	AYW14196004002	MILLIONAIRES CASINO	CASINO/BETTING COMPANIES	10	92	555	555	555	555	AIRPORT WEST RES. AR	A	6000	0	6000	14	0
371	20200000431	AYW13051001001	SAFARI BET	CASINO/BETTING COMPANIES	10	92	558	558	558	558	EAST LEGON	D	1262	0	1262	13	0
372	20200000432	AYW13139020005	SOCCA BET	CASINO/BETTING COMPANIES	10	92	558	558	558	558	EAST LEGON	D	1262	1262.4	1262	13	1262.4
